date	dec_date
2021-09-08	2021.685559
2021-09-08	2021.685559
2021-09-07	2021.682474
2021-09-07	2021.682474
2021-09-01	2021.667113
2021-09-01	2021.667113
2021-09-01	2021.665897
2021-09-04	2021.676147
2021-09-04	2021.676147
2021-09-01	2021.665897
2021-08-30	2021.661399
2021-08-30	2021.661399
2021-08-27	2021.654119
2021-08-28	2021.655106
2021-08-28	2021.655106
2021-08-27	2021.654119
2021-08-27	2021.652787
2021-08-27	2021.652787
2021-08-24	2021.645599
2021-08-30	2021.662905
2021-08-30	2021.662905
2021-08-28	2021.657084
2021-08-30	2021.661631
2021-08-30	2021.661631
2021-08-28	2021.657084
2021-08-28	2021.65611
2021-08-28	2021.65611
2021-08-26	2021.651925
2021-08-29	2021.659687
2021-08-29	2021.659687
2021-08-26	2021.651925
2021-08-24	2021.645599
2021-08-22	2021.640914
2021-08-22	2021.640914
2021-08-22	2021.640468
2021-08-25	2021.647734
2021-08-25	2021.647734
2021-08-22	2021.640468
2021-08-22	2021.638621
2021-08-22	2021.638621
2021-08-20	2021.633427
2021-09-10	2021.691209
2021-09-10	2021.691209
2021-08-20	2021.633427
2021-08-07	2021.599504
2021-08-27	2021.654317
2021-08-27	2021.654317
2021-08-18	2021.627964
2021-08-18	2021.627964
2021-08-16	2021.624628
2021-08-16	2021.624628
2021-08-07	2021.599504
2021-08-07	2021.598761
2021-08-07	2021.598761
2021-08-02	2021.583987
2021-08-02	2021.583987
2021-08-01	2021.582626
2021-08-01	2021.582626
2021-07-27	2021.567469
2021-07-27	2021.567469
2021-06-19	2021.46466
2021-07-28	2021.571232
2021-07-28	2021.571232
2021-07-16	2021.539189
2021-07-21	2021.551326
2021-07-21	2021.551326
2021-07-16	2021.539189
2021-07-02	2021.501116
2021-07-02	2021.501116
2021-06-19	2021.46466
2021-06-09	2021.43669
2021-06-18	2021.461171
2021-06-18	2021.461171
2021-06-09	2021.43669
2021-06-04	2021.423803
2021-07-31	2021.580299
2021-07-31	2021.580299
2021-07-30	2021.576224
2021-07-30	2021.576224
2021-07-17	2021.54177
2021-08-13	2021.614298
2021-08-13	2021.614298
2021-07-18	2021.543051
2021-07-18	2021.543051
2021-07-17	2021.54177
2021-06-19	2021.465568
2021-06-26	2021.483086
2021-06-26	2021.483086
2021-06-24	2021.479396
2021-06-24	2021.479396
2021-06-19	2021.465568
2021-06-16	2021.455923
2021-06-19	2021.463412
2021-06-19	2021.463412
2021-06-16	2021.455923
2021-06-04	2021.423803
2021-05-23	2021.391411
2021-09-09	2021.688758
2021-09-09	2021.688758
2021-09-01	2021.667969
2021-09-01	2021.667969
2021-08-25	2021.648383
2021-08-29	2021.659405
2021-08-29	2021.659405
2021-08-28	2021.654893
2021-08-28	2021.654893
2021-08-25	2021.648383
2021-08-14	2021.617574
2021-08-20	2021.632952
2021-08-20	2021.632952
2021-08-14	2021.617574
2021-08-12	2021.611049
2021-08-12	2021.611049
2021-08-11	2021.610341
2021-08-11	2021.610341
2021-08-10	2021.606509
2021-08-10	2021.606509
2021-08-09	2021.604442
2021-08-22	2021.640358
2021-08-22	2021.640358
2021-08-21	2021.638212
2021-08-21	2021.638212
2021-08-15	2021.619827
2021-08-25	2021.646641
2021-08-25	2021.646641
2021-08-15	2021.619827
2021-08-09	2021.604442
2021-08-03	2021.586934
2021-08-03	2021.586934
2021-07-11	2021.525391
2021-07-11	2021.525391
2021-06-07	2021.432015
2021-06-22	2021.473611
2021-06-22	2021.473611
2021-06-10	2021.438463
2021-06-12	2021.446137
2021-06-12	2021.446137
2021-06-10	2021.438463
2021-06-09	2021.438073
2021-06-09	2021.438073
2021-06-07	2021.432015
2021-05-29	2021.406285
2021-05-30	2021.410028
2021-05-30	2021.410028
2021-05-29	2021.406285
2021-05-26	2021.397539
2021-08-10	2021.606226
2021-08-10	2021.606226
2021-08-05	2021.592304
2021-08-05	2021.592304
2021-07-23	2021.558133
2021-07-23	2021.558133
2021-07-19	2021.546586
2021-07-19	2021.546586
2021-07-02	2021.499017
2021-07-02	2021.499017
2021-06-30	2021.493272
2021-06-30	2021.493272
2021-06-24	2021.47825
2021-06-24	2021.47825
2021-06-21	2021.469123
2021-09-04	2021.676342
2021-09-04	2021.676342
2021-06-21	2021.469123
2021-05-31	2021.411925
2021-05-31	2021.411925
2021-05-26	2021.397539
2021-05-23	2021.391411
2021-05-22	2021.388101
2021-05-22	2021.388101
2021-05-21	2021.385664
2021-06-20	2021.467205
2021-06-20	2021.467205
2021-06-20	2021.466586
2021-06-20	2021.466586
2021-06-18	2021.461363
2021-06-18	2021.461363
2021-05-21	2021.385664
2021-05-19	2021.378891
2021-07-31	2021.579008
2021-07-31	2021.579008
2021-07-05	2021.509026
2021-07-05	2021.509026
2021-05-23	2021.390203
2021-05-23	2021.390203
2021-05-19	2021.378891
2021-05-19	2021.378794
2021-08-09	2021.603902
2021-08-09	2021.603902
2021-07-30	2021.57806
2021-08-07	2021.598679
