date	dec_date
2021-04-30	2021.326167
2021-04-30	2021.326167
2021-04-26	2021.317631
2021-04-26	2021.317631
2021-04-16	2021.289919
2021-04-17	2021.292797
2021-04-17	2021.292797
2021-04-16	2021.289919
2021-04-09	2021.269913
2021-04-09	2021.269913
2021-04-08	2021.268024
2021-04-14	2021.284203
2021-04-14	2021.284203
2021-04-08	2021.268024
2021-04-07	2021.26424
2021-04-12	2021.277115
2021-04-12	2021.277115
2021-04-07	2021.26424
2021-04-03	2021.253551
2021-04-23	2021.309071
2021-04-23	2021.309071
2021-04-03	2021.253551
2021-03-28	2021.236375
2021-04-19	2021.296013
2021-04-19	2021.296013
2021-04-11	2021.27409
2021-04-11	2021.27409
2021-04-07	2021.263974
2021-04-07	2021.263974
2021-03-31	2021.245739
2021-03-31	2021.245739
2021-03-28	2021.236375
2021-03-25	2021.230103
2021-03-25	2021.230103
2021-03-19	2021.21252
2021-03-29	2021.239233
2021-03-29	2021.239233
2021-03-25	2021.228738
2021-03-25	2021.228738
2021-03-25	2021.227785
2021-03-30	2021.243704
2021-03-30	2021.243704
2021-03-25	2021.227785
2021-03-23	2021.224099
2021-03-27	2021.233753
2021-03-27	2021.233753
2021-03-23	2021.224099
2021-03-19	2021.21252
2021-01-29	2021.076863
2021-01-29	2021.076863
2021-01-01	2021.002714
2021-01-01	2021.002714
2020-12-26	2020.98682
2020-12-26	2020.98682
2020-12-24	2020.983403
2020-12-24	2020.983403
2020-12-24	2020.981501
2021-03-08	2021.18091
2021-03-08	2021.18091
2021-03-04	2021.171456
2021-03-04	2021.171456
2021-02-05	2021.097028
2021-02-20	2021.138789
2021-02-20	2021.138789
2021-02-05	2021.097028
2020-12-24	2020.981501
2020-12-18	2020.967085
2020-12-18	2020.967085
2020-12-16	2020.959678
2021-04-04	2021.256637
2021-04-04	2021.256637
2021-04-03	2021.253143
2021-04-03	2021.253143
2021-03-03	2021.167694
2021-03-03	2021.167694
2021-02-19	2021.135347
2021-02-19	2021.135347
2021-02-16	2021.126605
2021-04-23	2021.30769
2021-04-23	2021.30769
2021-02-16	2021.126605
2021-02-14	2021.121363
2021-02-14	2021.121363
2021-02-12	2021.115275
2021-02-12	2021.115275
2020-12-16	2020.959678
2020-12-15	2020.957063
2021-05-07	2021.346966
2021-05-07	2021.346966
2021-03-28	2021.23721
2021-03-28	2021.23721
2021-03-20	2021.214907
2021-03-20	2021.214907
2021-02-28	2021.161576
2021-05-21	2021.385717
2021-05-21	2021.385717
2021-04-15	2021.286497
2021-04-15	2021.286497
2021-02-28	2021.161576
2020-12-15	2020.957063
2020-12-13	2020.95131
2020-12-13	2020.95131
2020-12-09	2020.94087
2021-05-08	2021.349247
2021-05-08	2021.349247
2021-03-12	2021.192422
2021-03-12	2021.192422
2021-03-07	2021.178511
2021-03-07	2021.178511
2021-02-28	2021.160455
2021-02-28	2021.160455
2021-02-21	2021.14169
2021-02-21	2021.14169
2020-12-09	2020.94087
2020-12-02	2020.920657
2021-02-20	2021.138208
2021-02-20	2021.138208
2020-12-02	2020.920657
2020-11-28	2020.911455
2020-12-12	2020.950508
2020-12-23	2020.980693
2020-12-23	2020.980693
2020-12-12	2020.950508
2020-11-28	2020.911455
2021-05-10	2021.353425
2021-05-30	2021.408219
2021-04-30	2021.326167
2021-05-10	2021.356164
2021-04-26	2021.317631
2021-04-18	2021.293151
2021-04-20	2021.29863
2021-04-17	2021.292797
2021-04-16	2021.289919
2021-05-03	2021.334247
2021-04-09	2021.269913
2021-04-18	2021.293151
2021-04-27	2021.317809
2021-04-14	2021.284203
2021-04-08	2021.268024
2021-04-14	2021.282192
2021-05-30	2021.40822
2021-04-12	2021.277115
2021-04-07	2021.26424
2021-05-03	2021.336986
2021-04-25	2021.315068
2021-04-23	2021.309071
2021-04-03	2021.253551
2021-04-20	2021.29863
2021-04-20	2021.29863
2021-04-19	2021.296013
2021-04-11	2021.276712
2021-04-11	2021.27409
2021-04-11	2021.276712
2021-04-07	2021.263974
2021-04-11	2021.276712
2021-03-31	2021.245739
2021-03-28	2021.236375
2021-04-02	2021.252054
2021-03-25	2021.230103
2021-03-31	2021.246575
2021-04-06	2021.260274
2021-03-29	2021.239233
2021-03-31	2021.246575
2021-03-25	2021.228738
2021-03-30	2021.243835
2021-05-02	2021.334246
2021-03-30	2021.243704
2021-03-25	2021.227785
2021-03-30	2021.243835
2021-04-11	2021.276712
2021-03-27	2021.233753
2021-03-23	2021.224099
2021-03-19	2021.21252
2021-02-03	2021.09315
2021-01-29	2021.076863
2021-01-02	2021.005479
2021-01-01	2021.002714
2020-12-28	2020.991803
2020-12-26	2020.98682
2020-12-29	2020.994535
2020-12-24	2020.983403
2021-04-03	2021.254794
2021-03-08	2021.183561
2021-03-08	2021.18091
2021-04-02	2021.249315
2021-03-04	2021.171456
2021-02-20	2021.139725
2021-03-13	2021.197259
2021-02-20	2021.138789
2021-02-05	2021.097028
2020-12-24	2020.981501
2021-02-10	2021.109589
2020-12-18	2020.967085
2021-04-08	2021.268492
2021-04-25	2021.315067
2021-04-04	2021.256637
2021-04-03	2021.254793
2021-04-03	2021.253143
2021-03-04	2021.172602
2021-03-03	2021.167694
2021-03-26	2021.232876
2021-02-19	2021.135347
2021-05-09	2021.353424
2021-05-30	2021.410958
2021-04-23	2021.30769
2021-02-16	2021.126605
2021-03-02	2021.167123
2021-02-14	2021.121363
2021-05-03	2021.334247
2021-02-12	2021.115275
2020-12-16	2020.959678
2021-05-08	2021.347945
2021-06-05	2021.427397
2021-05-07	2021.346966
2021-03-29	2021.238356
2021-03-28	2021.23721
2021-05-25	2021.39726
2021-03-20	2021.214907
2021-05-23	2021.389041
2021-05-25	2021.394521
2021-05-21	2021.385717
2021-04-20	2021.29863
2021-04-15	2021.286497
2021-02-28	2021.161576
2020-12-15	2020.957063
2021-03-26	2021.232876
2020-12-13	2020.95131
2021-05-14	2021.367123
2021-05-19	2021.380821
2021-05-08	2021.349247
2021-03-12	2021.19452
2021-03-12	2021.192422
2021-03-08	2021.180822
2021-03-07	2021.178511
2021-03-13	2021.19726
2021-02-28	2021.160455
2021-02-26	2021.156164
2021-02-21	2021.14169
2020-12-09	2020.94087
2021-02-24	2021.150684
2021-02-28	2021.161643
2021-02-20	2021.138208
2020-12-02	2020.920657
2020-12-26	2020.986339
2020-12-29	2020.994535
2020-12-29	2020.994535
2020-12-23	2020.980693
2020-12-12	2020.950508
2021-01-30	2021.079
2021-01-17	2021.044
2021-01-16	2021.041
