tree	lineage	ntaxa	tmrca	ptmrca	source	first_seen	last_seen	taxa
0	0	1	0.23288200000000003	0.942879	non-Chile	0.23288200000000003	0.23288200000000003	hCoV-19/Chile/RM-126906/2021|EPI_ISL_11976045|2021-07-19
0	1	1	0.4684980000000001	0.47199100000000005	non-Chile	0.4684980000000001	0.4684980000000001	hCoV-19/Chile/BI-84774/2021|EPI_ISL_2009546|2021-04-24
0	2	4	0.41602300000000003	0.42248600000000003	non-Chile	0.38630700000000007	0.30959500000000006	hCoV-19/Chile/LI-105585/2021|EPI_ISL_2659183|2021-06-02; hCoV-19/Chile/LI-115269/2021|EPI_ISL_2892829|2021-06-21; hCoV-19/Chile/LI-100608/2021|EPI_ISL_2543655|2021-05-24; hCoV-19/Chile/LI-103861/2021|EPI_ISL_2663617|2021-05-31
0	3	1	0.12877299999999992	0.1330699999999999	non-Chile	0.12877299999999992	0.12877299999999992	hCoV-19/Chile/VS-144619/2021|EPI_ISL_4652734|2021-08-26
0	4	1	0.26028000000000007	0.275502	non-Chile	0.26028000000000007	0.26028000000000007	hCoV-19/Chile/VS-123974/2021|EPI_ISL_3185595|2021-07-09
0	5	2	0.130942	0.13597800000000004	non-Chile	0.12603299999999995	0.12603299999999995	hCoV-19/Chile/AN-144998/2021|EPI_ISL_4635565|2021-08-27; hCoV-19/Chile/AN-145002/2021|EPI_ISL_4635567|2021-08-27
0	6	3	0.5219039999999999	0.7671859999999999	non-Chile	0.520554	0.230143	hCoV-19/Chile/AP-72875/2021|EPI_ISL_1541062|2021-04-05; hCoV-19/Chile/TA-104469/2021|EPI_ISL_2659120|2021-06-01; hCoV-19/Chile/TA-128608/2021|EPI_ISL_3262722|2021-07-20
0	7	2	0.18627499999999997	0.18718199999999996	non-Chile	0.17534699999999992	0.16438799999999998	hCoV-19/Chile/NB-137253/2021|EPI_ISL_4005100|2021-08-09; hCoV-19/Chile/NB-139379/2021|EPI_ISL_3982393|2021-08-13
0	8	2	0.20538600000000007	0.23098800000000008	non-Chile	0.20274500000000006	0.18356700000000004	hCoV-19/Chile/TA-133367/2021|EPI_ISL_4005223|2021-07-30; hCoV-19/Chile/NA-136669/2021|EPI_ISL_3987664|2021-08-06
0	9	6	0.2767670000000001	0.35336600000000007	non-Chile	0.25480000000000014	0.1561690000000001	hCoV-19/Chile/BI-125708/2021|EPI_ISL_3185764|2021-07-11; hCoV-19/Chile/BI-125707/2021|EPI_ISL_3185763|2021-07-12; hCoV-19/Chile/BI-125706/2021|EPI_ISL_3185762|2021-07-12; hCoV-19/Chile/BI-135364/2021|EPI_ISL_3537331|2021-08-03; hCoV-19/Chile/BI-138310/2021|EPI_ISL_4005026|2021-08-11; hCoV-19/Chile/BI-141000/2021|EPI_ISL_4630502|2021-08-16
